,Name,EPIC,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,ProtA,ProtD,ProtS,ProtK,Kpmag,Notes,PrCat,PCat,All,2M,Simbad,RAJ2000,DEJ2000
610,AD 3767,211947006,0.82,12.44,10.53,8.44,0.8547,0,Y,0.00814,       ,       , ,N,N,N,    ,0.00645,0.29647,K,     ,     ,     ,8.61,12.51,                                                                                            ,1,2,All,2M,Simbad,132.577259,19.428522
611,AD 2662,211803674,0.17,19.15,14.06,1.19,0.029,0,Y,0.00903,       ,       , ,N,N,Y,    ,0.02807,0.65346,2,     ,     ,     ,     ,18.48,                                                                                            ,0,2,All,2M,Simbad,130.00026499999998,17.368334
612,JS488  ,211890774,0.53,15.51,11.79,9.42,0.2428,0,Y,0.0075,       ,       , ,N,N,N,    ,0.00673,0.27355,2,     ,     ,     ,     ,15.16,                                                                                            ,0,2,All,2M,Simbad,130.633602,18.591136
613,HSHJ350,212112321,0.44,16.17,12.1,38.07,0.6274,0,Y,0.00754,       ,       , ,N,Y,N,    ,0.01059,0.59452,2,     ,     ,     ,     ,15.33,                                                                                            ,0,2,All,2M,Simbad,130.29844,22.264377
614,JS598  ,211899094,0.85,12.52,10.44,12.37,0.5036,0,Y,0.00746,       ,       , ,N,Y,N,    ,0.00395,0.13222,2,     ,     ,     ,     ,12.58,                                                                                            ,0,2,All,2M,Simbad,131.357114,18.713351
615,JS530  ,211953038,0.3,17.16,12.68,22.6,0.31,0,N,0.00777,       ,       , ,N,Y,N,    ,0.02046,0.96306,2,     ,     ,     ,     ,15.92,2x primary peak is probably the true period                                                 ,1,2,All,2M,Simbad,130.82681399999998,19.518845000000002
616,AD 1268,212025207,1.03,11.69,9.81,     ,       ,2, ,        ,       ,       , , , , ,cand,        ,        , ,     ,     ,     ,     ,11.72,                                                                                            ,1,2,All,2M,Simbad,127.435043,20.673102
617,       ,212069325,0.15,19.37,14.48,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.72,                                                                                            ,0,1,All,2M,Simbad,132.048136,21.443102
618,HSHJ344,211934172,0.18,19.55,13.98,0.25,0.033,0,Y,0.00675,       ,       , ,N,N,N,    ,0.03297,0.22683,2,     ,     ,     ,     ,18.7,                                                                                            ,0,2,All,2M,Simbad,130.24543899999998,19.237984
619,AD 3327,212082288,0.35,16.63,12.45,3.98,0.8625,0,Y,0.00806,       ,       , ,N,Y,N,    ,0.08357,4.01428,P,3.98,     ,     ,     ,15.64,                                                                                            ,0,2,All,2M,Simbad,131.135807,21.683147
620,JS497  ,211937872,0.63,14.08,11.05,13.72,0.7545,0,Y,0.00803,       ,       , ,Y,Y,N,    ,0.02538,1.04003,P,12.68,     ,     ,     ,14.09,additional period visible but not detected                                                  ,1,2,All,2M,Simbad,130.67531599999998,19.292293
621,JS505  ,211908928,0.54,15.43,11.74,13.12,0.4845,0,Y,0.00837,       ,       , ,N,Y,N,    ,0.06792,2.08778,P,13.5,     ,     ,     ,15.19,                                                                                            ,0,2,All,2M,Simbad,130.707001,18.859737
622,JS523  ,211950298,0.42,17.12,12.15,0.51,0.0355,0,Y,0.00657,       ,       , ,N,Y,N,    ,0.01738,0.71652,2,     ,     ,     ,     ,16.33,                                                                                            ,0,2,All,2M,Simbad,130.792199,19.476681
623,AD 3228,212112578,0.92,12.03,10.25,8.89,0.4606,0,Y,0.00797,       ,       , ,N,Y,N,    ,0.0205,0.91958,K,     ,     ,     ,8.96,12.29,                                                                                            ,1,2,All,2M,Simbad,130.91166299999998,22.269209
624,JC137  ,211956407,0.64,13.66,10.97,13.98,0.1751,1,Y,0.00852,       ,       , ,M,Y,N,    ,0.00342,0.0801,2,     ,     ,     ,     ,13.66,                                                                                            ,1,2,All,2M,Simbad,129.72306,19.571368
625,JC 10  ,211981509,0.87,11.99,10.37,27.84,0.5788,0,Y,0.00795,       ,       , ,N,Y,Y,    ,0.0035,0.14426,2,     ,     ,     ,     ,12.03,                                                                                            ,1,2,All,2M,Simbad,128.16446100000002,19.95619
626,AD 1026,211971819,0.53,15.39,11.78,17.08,0.6762,0,Y,0.00847,       ,       , ,N,Y,N,    ,0.02119,1.01066,2,     ,     ,     ,     ,15.14,                                                                                            ,0,2,All,2M,Simbad,126.962295,19.805776
627,HSHJ 41,211899994,0.17,18.88,14.02,1.63,0.178,0,Y,0.00769,       ,       , ,N,Y,M,    ,0.01939,0.62975,2,     ,     ,     ,     ,16.93,                                                                                            ,0,2,All,2M,Simbad,128.367558,18.726757
628,HSHJ 99,211923388,0.16,19.19,14.25,0.33,0.0251,0,Y,0.00799,       ,       , ,N,N,N,    ,0.07243,0.35344,2,     ,     ,     ,     ,18.54,                                                                                            ,0,2,All,2M,Simbad,129.010097,19.074034
629,HSHJ225,212086391,0.2,18.6,13.53,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,17.89,                                                                                            ,0,2,All,2M,Simbad,129.6995,21.759289000000003
630,AD 2919,211810140,0.18,18.85,13.95,1.42,0.1035,0,Y,0.00814,       ,       , ,N,Y,Y,    ,0.01863,0.40121,2,     ,     ,     ,     ,18.2,                                                                                            ,0,2,All,2M,Simbad,130.312112,17.460171
631,HSHJ165,211897713,0.24,17.38,13.15,28.91,0.2441,1,Y,0.00746,       ,       , ,N,M,N,    ,0.00942,0.3382,2,     ,     ,     ,     ,16.29,                                                                                            ,0,1,All,2M,Simbad,129.372543,18.69322
632,AD 1098,211935588,0.22,17.87,13.38,25.7,0.0781,0,Y,0.00743,       ,       , ,N,N,N,    ,0.00939,0.30099,2,     ,     ,     ,     ,17.35,                                                                                            ,0,2,All,2M,Simbad,127.084179,19.258533
633,AD 3218,211901847,0.22,18.05,13.3,4.44,0.487,0,Y,0.00786,       ,       , ,N,Y,Y,    ,0.10371,5.00343,P,4.44,     ,     ,     ,17.46,                                                                                            ,0,2,All,2M,Simbad,130.89425500000002,18.753853
634,AD 3155,212066424,0.17,19.72,14.07,24.85,0.252,0,Y,0.00854,       ,       , ,N,N,N,    ,0.03617,1.20528,2,     ,     ,     ,     ,17.5,                                                                                            ,0,2,All,2M,Simbad,130.752288,21.391151
635,AD 1695,211799258,0.41,16.42,12.19,24.24,0.4744,0,Y,0.0077,       ,       , ,N,Y,N,    ,0.01595,0.78295,2,     ,     ,     ,     ,15.98,                                                                                            ,0,2,All,2M,Simbad,128.246153,17.306547
636,AD 3016,211984100,0.15,19.83,14.5,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,19.02,                                                                                            ,1,2,All,2M,Simbad,130.449731,19.997248000000003
637,JS586  ,212015504,0.62,14.59,11.1,24.64,0.6077,0,Y,0.00792,       ,       , ,N,Y,Y,cand,0.0098,0.34072,2,     ,     ,     ,     ,14.36,                                                                                            ,1,2,All,2M,Simbad,131.261007,20.51216
638,AD 3366,212070886,0.16,19.26,14.23,0.58,0.077,0,N,0.0079,       ,       , ,N,N,N,    ,0.03638,0.43612,2,     ,     ,     ,     ,18.58,                                                                                            ,0,2,All,2M,Simbad,131.26601200000002,21.471714000000002
639,AD 2595,211833336,0.57,14.99,11.6,16.89,0.6107,0,Y,0.00795,       ,       , ,N,Y,N,    ,0.01077,0.55169,2,     ,     ,     ,     ,14.77,                                                                                            ,1,2,All,2M,Simbad,129.90433000000002,17.788852
640,KW363  ,211948267,0.9,12.13,10.29,10.08,0.147,0,Y,0.00823,       ,       , ,N,Y,Y,    ,0.01167,0.4037,K,     ,     ,     ,9.59,12.19,2x primary peak is probably the true period                                                 ,0,2,All,2M,Simbad,130.28018899999998,19.446919
641,AD 1459,212077235,0.61,13.63,11.21,16.16,0.2908,0,Y,0.00748,       ,       , ,N,M,N,    ,0.01038,0.2802,2,     ,     ,     ,     ,13.69,                                                                                            ,1,2,All,2M,Simbad,127.793522,21.589564000000003
642,IZ063  ,211894087,0.15,20.11,14.53,1.16,0.1569,0,Y,0.00732,       ,       , ,N,N,M,    ,0.04832,1.62033,2,     ,     ,     ,     ,17.13,                                                                                            ,0,1,All,2M,Simbad,129.83071999999999,18.639566000000002
643,AD 1696,211991806,0.18,18.84,13.9,0.36,0.2572,0,Y,0.00841,       ,       , ,N,N,Y,    ,0.02161,0.10654,2,     ,     ,     ,     ,18.21,                                                                                            ,0,2,All,2M,Simbad,128.24828200000002,20.120808
644,HSHJ420,211902826,0.17,19.02,14.0,2.63,0.2554,0,Y,0.00804,       ,       , ,N,Y,N,    ,0.02621,0.86851,2,     ,     ,     ,     ,18.39,                                                                                            ,0,2,All,2M,Simbad,130.591816,18.768295000000002
645,AD 1693,212109351,0.27,17.52,12.87,10.51,0.5659,0,Y,0.00737,       ,       , ,N,Y,N,    ,0.01785,0.77146,2,     ,     ,     ,     ,16.61,                                                                                            ,0,2,All,2M,Simbad,128.242013,22.20566
646,AD 2249,211827123,0.14,19.94,14.72,0.43,0.2521,0,Y,0.00767,       ,       , ,N,N,N,    ,0.05502,0.38479,2,     ,     ,     ,     ,17.66,                                                                                            ,0,2,All,2M,Simbad,129.24611399999998,17.70175
647,AD 0839,211966707,0.26,17.48,12.98,9.25,0.5704,0,Y,0.00751,       ,       , ,N,Y,N,    ,0.03896,1.69295,2,     ,     ,     ,     ,16.94,                                                                                            ,0,2,All,2M,Simbad,126.572728,19.72661
648,JS 25  ,212026921,0.85,12.39,10.44,12.07,0.4166,0,Y,0.0086,       ,       , ,M,Y,N,    ,0.00954,0.31002,2,     ,     ,     ,     ,12.51,peak splitting; only one detected                                                           ,0,2,All,2M,Simbad,128.314256,20.702492000000003
649,AD 2860,212154066,0.17,19.37,14.17,0.67,0.051,0,N,0.0079,       ,       , ,N,Y,Y,    ,0.0375,0.53032,2,     ,     ,     ,     ,18.68,                                                                                            ,0,2,All,2M,Simbad,130.241002,23.121378
650,HSHJ510,212077095,0.58,16.02,11.53,1.13,0.9605,0,Y,0.00815,       ,       , ,N,N,Y,    ,0.06392,2.91814,2,     ,     ,     ,     ,14.72,neighbor is extended                                                                        ,0,1,All,2M,Simbad,132.318818,21.586761
651,HSHJ506,212120476,0.75,13.36,10.72,16.79,0.4268,0,Y,0.00959,       ,       , ,N,Y,N,    ,0.01006,0.46418,2,     ,     ,     ,     ,13.5,                                                                                            ,1,1,All,2M,Simbad,132.209808,22.425546
652,       ,211968460,0.15,19.97,14.56,0.79,0.0782,0,Y,0.00711,       ,       , ,N,N,M,    ,0.03092,0.55332,2,     ,     ,     ,     ,17.81,                                                                                            ,0,1,All,2M,Simbad,132.127405,19.75202
653,AD 2878,211938530,0.16,19.33,14.21,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.59,                                                                                            ,0,2,All,2M,Simbad,130.263122,19.302584
654,JS 10  ,212035441,0.29,17.32,12.72,16.51,0.2359,0,Y,0.00847,       ,       , ,N,Y,Y,    ,0.03634,0.8914,2,     ,     ,     ,     ,16.57,                                                                                            ,0,2,All,2M,Simbad,128.135183,20.844728
655,AD 2961,211902261,0.16,19.39,14.19,     ,       ,3, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.66,                                                                                            ,0,2,All,2M,Simbad,130.37082,18.759754
656,KW237  ,211956852,0.81,12.19,10.55,10.73,0.6081,0,Y,0.00795,       ,       , ,N,Y,Y,    ,0.01908,0.93461,K,     ,     ,     ,10.56,12.56,                                                                                            ,1,2,All,2M,Simbad,129.999923,19.577916000000002
657,AD 2306,211826149,0.25,17.75,13.1,7.21,0.0625,0,Y,0.00689,3.6597,0.0326,0,Y,Y,Y,    ,0.01581,0.546,2,     ,     ,     ,     ,16.03,peak splitting; only one detected but it could be 2x the second highest peak                ,0,2,All,2M,Simbad,129.345146,17.687576
658,AD 3390,211955381,0.18,19.17,13.9,0.88,0.1235,0,Y,0.00773,0.4001,0.0617,0,Y,N,N,    ,0.02825,0.57935,2,     ,     ,     ,     ,18.44,                                                                                            ,0,2,All,2M,Simbad,131.310248,19.555723
659,AD 0769,211952571,0.17,18.93,14.17,0.28,0.0961,0,Y,0.00751,       ,       , ,N,Y,N,    ,0.02412,0.07198,2,     ,     ,     ,     ,17.44,                                                                                            ,0,2,All,2M,Simbad,126.423441,19.511806
660,AD 3886,211827466,0.16,19.15,14.18,0.57,0.0571,1,Y,0.00711,1.135,0.0184,0,N,Y,Y,    ,0.01991,0.01752,2,     ,     ,     ,     ,16.95,Second highest peak could be correct                                                        ,0,2,All,2M,Simbad,132.891309,17.706776
661,HSHJ406,212108286,0.26,17.37,13.02,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.96,                                                                                            ,0,2,All,2M,Simbad,130.53274299999998,22.184769
662,HSHJ 6 ,211810915,0.52,15.58,11.82,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,15.77,neither fits the repeats in the full light curve                                            ,0,2,All,2M,Simbad,127.66105800000001,17.472068
663,       ,211928367,0.14,20.52,14.78,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.23,                                                                                            ,0,1,All,2M,Simbad,132.042544,19.149984
664,AD 1757,212171351,0.37,16.35,12.37,10.69,0.5742,0,Y,0.00786,       ,       , ,N,Y,M,    ,0.02601,1.23412,2,     ,     ,     ,     ,16.1,                                                                                            ,0,2,All,2M,Simbad,128.359538,23.520082000000002
665,JS534  ,211896749,0.42,15.92,12.16,21.17,0.9009,0,Y,0.00916,       ,       , ,N,N,N,    ,0.01997,0.9465,2,     ,     ,     ,     ,15.67,                                                                                            ,0,2,All,2M,Simbad,130.849695,18.679209
666,       ,211778044,0.2,18.84,13.59,0.46,0.0228,0,Y,0.00728,       ,       , ,N,N,Y,    ,0.02019,0.10917,2,     ,     ,     ,     ,18.13,visual double in SDSS                                                                       ,0,1,All,2M,Simbad,131.268789,17.004745
667,       ,211955365,1.15,10.62,9.37,6.81,0.2193,1,Y,0.00861,       ,       , ,M,Y,N,    ,0.01863,0.5029,K,     ,     ,     ,6.74,10.63,peak splitting/broad peaks                                                                  ,1,1,All,2M,Simbad,127.73113300000001,19.555497
668,HSHJ475,212088298,0.29,16.77,12.72,15.33,0.8671,0,Y,0.00879,       ,       , ,N,Y,N,    ,0.03895,1.87769,2,     ,     ,     ,     ,15.91,                                                                                            ,0,2,All,2M,Simbad,131.045544,21.793999
669,AD 3755,211964245,0.15,20.1,14.51,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,17.23,                                                                                            ,0,2,All,2M,Simbad,132.557018,19.690022
670,AD 2675,212161536,0.21,18.41,13.41,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.61,                                                                                            ,0,2,All,2M,Simbad,130.01462800000002,23.288158
671,       ,212026716,0.19,18.97,13.72,0.3,0.039,0,Y,0.00792,       ,       , ,N,N,Y,    ,0.02077,0.13072,2,     ,     ,     ,     ,18.21,                                                                                            ,0,1,All,2M,Simbad,132.249606,20.698763
672,AD 1515,211799259,0.15,19.29,14.37,0.58,0.1162,0,Y,0.00685,       ,       , ,N,N,N,    ,0.02932,0.05955,2,     ,     ,     ,     ,17.56,                                                                                            ,0,2,All,2M,Simbad,127.89355800000001,17.306549
673,AD 3836,211918998,0.19,18.54,13.65,1.56,0.7136,0,Y,0.00821,       ,       , ,N,N,Y,    ,0.05443,2.31624,2,     ,     ,     ,     ,17.88,                                                                                            ,0,2,All,2M,Simbad,132.749511,19.00988
674,AD 3663,211773459,0.59,15.15,11.47,5.94,0.5864,0,Y,0.00765,       ,       , ,N,Y,N,cand,0.02701,1.20081,K,     ,     ,     ,17.91,14.97,                                                                                            ,1,2,All,2M,Simbad,132.136293,16.939895
675,AD 2872,211835162,0.2,18.32,13.51,1.31,0.2539,0,Y,0.00664,       ,       , ,N,N,Y,    ,0.02602,1.06015,2,     ,     ,     ,     ,17.05,                                                                                            ,0,2,All,2M,Simbad,130.257347,17.814329
676,       ,211841501,1.32,9.8,8.78,1.88,0.2502,1,Y,0.00738,0.5976,0.0116,1,Y,N,N,    ,0.00127,0.03726,2,     ,     ,     ,     ,9.95,peak splitting; only one detected                                                           ,1,1,All,2M,Simbad,131.049836,17.902186999999998
677,HSHJ417,211920850,0.34,16.57,12.53,24.64,0.6079,0,Y,0.00805,       ,       , ,N,Y,Y,    ,0.01842,0.69734,2,     ,     ,     ,     ,16.22,                                                                                            ,0,2,All,2M,Simbad,130.580162,19.037451
678,AD 2928,211781646,0.23,18.21,13.25,1.34,0.1072,0,Y,0.00824,       ,       , ,M,Y,Y,    ,0.03912,0.66119,2,     ,     ,     ,     ,17.55,peak splitting; only one detected                                                           ,0,2,All,2M,Simbad,130.324144,17.055733
679,       ,211928574,0.2,18.13,13.57,1.49,0.2537,0,Y,0.009,       ,       , ,N,Y,N,    ,0.02732,0.78286,2,     ,     ,     ,     ,17.56,                                                                                            ,0,1,All,2M,Simbad,131.960509,19.153067
680,HSHJ482,212129124,0.26,17.44,12.97,6.8,0.5053,0,Y,0.00861,       ,       , ,N,Y,N,    ,0.03963,1.98808,2,     ,     ,     ,     ,16.02,                                                                                            ,0,2,All,2M,Simbad,131.106491,22.599771
681,AD 1215,211827220,0.44,16.49,12.1,12.22,0.7161,0,Y,0.00858,       ,       , ,N,Y,N,    ,0.02849,1.28539,2,     ,     ,     ,     ,16.02,                                                                                            ,0,2,All,2M,Simbad,127.32419399999999,17.703205
682,AD 1734,212155860,0.19,18.61,13.72,1.08,0.1404,0,Y,0.008,       ,       , ,N,Y,N,    ,0.0387,0.89344,2,     ,     ,     ,     ,17.97,                                                                                            ,0,2,All,2M,Simbad,128.315677,23.162046
683,AD 2668,212007145,0.16,19.27,14.21,0.87,0.2536,0,Y,0.00724,       ,       , ,N,N,N,    ,0.0481,1.70779,2,     ,     ,     ,     ,18.55,                                                                                            ,0,2,All,2M,Simbad,130.00561100000002,20.372944
684,AD 2307,211801146,0.2,18.9,13.54,0.26,0.0278,0,Y,0.00793,       ,       , ,N,N,N,    ,0.02743,0.34875,2,     ,     ,     ,     ,18.14,                                                                                            ,0,2,All,2M,Simbad,129.345222,17.33326
685,AD 1025,211999343,0.62,13.85,11.07,14.52,0.5538,0,Y,0.0083,       ,       , ,N,Y,N,    ,0.00737,0.25599,2,     ,     ,     ,     ,14.19,peak splitting                                                                              ,1,2,All,2M,Simbad,126.960844,20.243416
686,AD 0666,211938090,0.41,16.71,12.2,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.09,                                                                                            ,0,2,All,2M,Simbad,126.13853300000001,19.295338
687,AD 3423,211771406,0.17,19.01,14.16,0.93,0.7201,0,Y,0.00804,       ,       , ,N,N,N,    ,0.05354,2.29769,2,     ,     ,     ,     ,18.35,                                                                                            ,0,2,All,2M,Simbad,131.392887,16.911013
688,AD 2380,211795569,0.6,13.96,11.31,24.44,0.7861,0,Y,0.00788,8.0562,0.1032,0,Y,M,N,    ,0.01065,0.55179,2,     ,     ,     ,     ,14.03,superposition of periods makes it hard to tell quality                                      ,1,2,All,2M,Simbad,129.556849,17.254378
689,AD 2484,212095866,0.16,19.33,14.36,0.58,0.0431,0,Y,0.00753,       ,       , ,N,N,M,    ,0.06487,0.56336,2,     ,     ,     ,     ,18.65,                                                                                            ,0,2,All,2M,Simbad,129.73401,21.940865
690,AD 1421,211787610,0.35,16.56,12.46,18.55,0.0715,0,Y,0.00667,       ,       , ,N,Y,M,    ,0.00424,0.13762,2,     ,     ,     ,     ,15.78,visual double in SDSS                                                                       ,0,2,All,2M,Simbad,127.7324,17.139626
691,HSHJ412,211939350,0.16,19.68,14.31,1.76,0.3274,0,Y,0.00806,       ,       , ,N,N,N,    ,0.256,10.6102,S,     ,     ,1.75,     ,18.93,                                                                                            ,0,2,All,2M,Simbad,130.554666,19.314697
692,       ,212027750,0.69,13.31,10.82,20.31,0.3107,0,Y,0.0081,       ,       , ,N,Y,Y,    ,0.0021,0.05459,2,     ,     ,     ,     ,13.32,                                                                                            ,1,1,All,2M,Simbad,132.311534,20.716921
693,AD 1050,211978243,0.83,12.46,10.49,10.69,0.7205,0,Y,0.00814,       ,       , ,N,Y,N,    ,0.00913,0.36369,K,     ,     ,     ,10.56,12.49,                                                                                            ,1,2,All,2M,Simbad,127.00412299999999,19.904792
694,AD 3337,212086697,0.38,16.2,12.34,24.44,0.8325,0,Y,0.00796,       ,       , ,N,N,Y,    ,0.02204,1.05958,2,     ,     ,     ,     ,15.59,                                                                                            ,0,2,All,2M,Simbad,131.168697,21.764945
695,AD 4129,211938625,0.62,14.25,11.16,13.79,0.9182,0,Y,0.00912,       ,       , ,N,Y,Y,    ,0.02938,1.3902,K,     ,     ,     ,13.79,14.21,binary barely resolved in SDSS                                                              ,1,2,All,2M,Simbad,133.444496,19.303963
696,       ,211952098,0.16,20.31,14.34,0.13,0.0233,0,Y,0.00754,       ,       , ,N,N,Y,    ,0.03496,0.03554,2,     ,     ,     ,     ,16.82,                                                                                            ,0,1,All,2M,Simbad,129.803021,19.504698
697,AD 2970,212138965,0.27,17.5,12.93,5.83,0.0838,0,N,0.0074,       ,       , ,N,N,N,    ,0.0085,0.11103,2,     ,     ,     ,     ,16.96,                                                                                            ,0,2,All,2M,Simbad,130.390971,22.798801
698,       ,211944662,0.12,21.19,15.4,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,17.97,                                                                                            ,1,1,All,2M,Simbad,130.776579,19.394138
699,AD 3954,211922472,0.62,14.48,11.06,     ,       ,2, ,        ,       ,       , , , , ,cand,        ,        , ,     ,     ,     ,     ,14.35,                                                                                            ,1,2,All,2M,Simbad,133.06053400000002,19.060842
700,AD 1452,211748286,0.32,17.49,12.62,9.02,0.0514,0,N,0.00686,       ,       , ,N,Y,N,    ,0.0311,1.41995,2,     ,     ,     ,     ,15.97,                                                                                            ,0,2,All,2M,Simbad,127.781644,16.584473000000003
701,HSHJ472,211952875,0.15,19.63,14.51,0.29,0.3523,0,Y,0.00796,       ,       , ,N,N,Y,    ,0.04212,0.13058,2,     ,     ,     ,     ,18.96,                                                                                            ,0,2,All,2M,Simbad,130.99142700000002,19.516472
702,       ,212127087,0.56,15.28,11.65,18.11,0.6055,0,Y,0.0073,       ,       , ,N,Y,N,    ,0.02205,0.9088,2,     ,     ,     ,     ,15.13,                                                                                            ,0,1,All,2M,Simbad,132.061544,22.55905
703,AD 0738,211998019,0.49,15.89,11.93,18.55,0.3109,0,Y,0.00841,0.5119,0.1189,0,Y,Y,Y,    ,0.00553,0.1621,2,     ,     ,     ,     ,15.21,                                                                                            ,0,2,All,2M,Simbad,126.35432,20.221593
704,AD 2651,211790121,0.14,20.77,14.84,0.64,0.0424,0,Y,0.00896,       ,       , ,N,N,N,    ,0.05432,0.5025,2,     ,     ,     ,     ,18.21,                                                                                            ,0,2,All,2M,Simbad,129.985972,17.175997
705,AD 2159,211887567,0.14,20.37,14.71,1.74,0.1151,0,Y,0.0079,       ,       , ,N,N,N,    ,0.04859,1.14627,2,     ,     ,     ,     ,17.24,                                                                                            ,0,2,All,2M,Simbad,129.09698500000002,18.545078
706,AD 1660,211851325,0.54,16.23,11.75,1.17,0.4573,0,Y,0.00799,3.9849,0.1475,0,Y,N,Y,    ,0.01968,0.71154,2,     ,     ,     ,     ,15.01,                                                                                            ,0,2,All,2M,Simbad,128.18671,18.036146
707,AD 3401,211910548,0.19,18.29,13.63,2.13,0.2253,0,Y,0.00766,       ,       , ,N,Y,Y,    ,0.01051,0.3691,2,     ,     ,     ,     ,16.79,bleed stripe across stamp                                                                   ,0,2,All,2M,Simbad,131.338203,18.88431
708,AD 2642,211945119,0.26,16.6,13.01,14.18,0.1636,0,Y,0.00727,       ,       , ,N,Y,Y,    ,0.01727,0.63268,2,     ,     ,     ,     ,16.91,much brighter neighbor                                                                      ,0,2,All,2M,Simbad,129.971521,19.401047
709,AD 2396,211776073,0.38,16.28,12.35,23.12,0.5729,0,Y,0.0094,       ,       , ,N,M,N,    ,0.0117,0.4417,2,     ,     ,     ,     ,15.54,                                                                                            ,0,2,All,2M,Simbad,129.603625,16.976757
710,AD 3873,211975002,0.15,19.37,14.45,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.74,                                                                                            ,0,2,All,2M,Simbad,132.846754,19.855095000000002
711,AD 4529,212092636,0.26,16.58,13.02,4.05,0.0735,1,Y,0.00788,       ,       , ,M,N,Y,    ,0.00802,0.13697,2,     ,     ,     ,     ,16.8,                                                                                            ,0,2,All,2M,Simbad,134.52166100000002,21.879517
712,JS653  ,211988080,0.46,15.92,12.03,27.58,0.3752,0,Y,0.0077,       ,       , ,N,N,N,    ,0.00639,0.26025,2,     ,     ,     ,     ,14.83,                                                                                            ,0,1,All,2M,Simbad,131.978027,20.061911
713,AD 3383,211938817,0.18,18.85,13.83,0.46,0.076,0,Y,0.00672,       ,       , ,N,N,N,    ,0.02462,0.13393,2,     ,     ,     ,     ,18.21,                                                                                            ,0,2,All,2M,Simbad,131.301486,19.306873
714,AD 0809,212111862,0.24,17.92,13.17,1.62,0.4315,0,Y,0.00755,       ,       , ,N,N,N,    ,0.03693,1.50953,2,     ,     ,     ,     ,16.47,                                                                                            ,0,2,All,2M,Simbad,126.50511499999999,22.25556
715,KW549  ,211905009,1.25,9.95,8.93,     ,       ,2, ,        ,       ,       , , , , ,conf,        ,        , ,     ,     ,     ,     ,10.06,multiple complex peaks                                                                      ,1,1,All,2M,Simbad,130.95062,18.800759
716,AD 2275,211981626,0.2,18.48,13.58,1.88,0.2951,0,Y,0.00704,       ,       , ,N,M,Y,    ,0.01776,0.75042,2,     ,     ,     ,     ,16.89,visual double in SDSS                                                                       ,0,2,All,2M,Simbad,129.281887,19.957634
717,AD 4269,212008710,0.65,13.52,10.95,11.65,0.2089,1,Y,0.00775,       ,       , ,N,Y,Y,    ,0.0098,0.22123,2,     ,     ,     ,     ,13.55,2x primary peak is more likely the true period                                              ,0,2,All,2M,Simbad,133.75933799999999,20.398351
718,       ,211892240,0.38,16.35,12.32,21.32,0.8032,0,Y,0.00812,       ,       , ,N,N,Y,    ,0.02982,1.24416,2,     ,     ,     ,     ,15.42,                                                                                            ,0,1,All,2M,Simbad,132.093862,18.612417999999998
719,       ,211973202,0.2,18.17,13.51,1.63,0.2992,0,Y,0.00941,       ,       , ,N,Y,N,    ,0.01575,0.50065,2,     ,     ,     ,     ,17.59,                                                                                            ,0,1,All,2M,Simbad,132.005381,19.827548999999998
720,JS147  ,211889983,0.8,12.45,10.59,9.54,0.2069,0,Y,0.00798,5.0246,0.1757,1,M,Y,N,    ,0.00539,0.14465,K,     ,     ,     ,10.32,12.49,peak splitting; only one detected                                                           ,1,2,All,2M,Simbad,129.19628600000001,18.579684
721,AD 2655,211727975,0.16,19.12,14.18,0.91,0.3663,0,Y,0.00828,       ,       , ,N,N,N,    ,0.03995,1.20584,2,     ,     ,     ,     ,17.27,                                                                                            ,0,2,All,2M,Simbad,129.994275,16.296223
722,AD 1307,211980234,0.16,20.2,14.26,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.7,                                                                                            ,0,2,All,2M,Simbad,127.51106599999999,19.936417000000002
723,AD 1516,212009131,0.16,19.72,14.18,0.24,0.1566,0,Y,0.00783,       ,       , ,Y,N,M,    ,0.04326,0.16944,2,     ,     ,     ,     ,18.87,                                                                                            ,0,2,All,2M,Simbad,127.89979299999999,20.405348
